Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     set_bit
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwAllocVizStreams(unsigned int, unsigned int)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              srgb() (.llvm.18405849934406571959)
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     find_get_entries
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     ktime_get_with_offset
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     _raw_spin_lock_irqsave
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::ReleaseByteArrayElements(_JNIEnv*, _jbyteArray*, signed char*, int)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              quick_reject_slow_path(SkRect const&, SkRect const&, SkMatrix const&) (.llvm.17812257049826321824)
0.00%     0.00%  Binder:19357_5   19357  19661  [kernel.kallsyms]                                                                     cpu_switch_to
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkPath::close()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libbinder.so                                                            android::release_object(android::sp<android::ProcessState> const&, flat_binder_object const&, void const*, unsigned long*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrStyle::initPathEffect(sk_sp<SkPathEffect>)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::JNI::NewString(_JNIEnv*, unsigned short const*, int)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libbinder.so                                                            android::Parcel::dataSize() const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::GetByteArrayRegion(_JNIEnv*, _jbyteArray*, int, int, signed char*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc++.so                                                               operator delete[](void*)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxGlObject::GetLabelName(int, int*, char*) const
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.time.OffsetDateTime.toLocalDate [DEDUPED]
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     shmem_evict_inode
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.DisplayListCanvas.insertReorderBarrier
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 glEnableVertexAttribArray
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkRRect::setRectRadii(SkRect const&, SkPoint const*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              non-virtual thunk to GrOpFlushState::detachAppliedClip()
0.00%     0.00%  Binder:19357_5   19357  19661  /system/lib64/libbinder.so                                                            android::IPCThreadState::getAndExecuteCommand()
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     _raw_spin_unlock
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkMatrix::Trans_pts(SkMatrix const&, SkPoint*, SkPoint const*, int)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::WriteShaderPrivateMemState()
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxContext::ValidateProgramImageUnitBoundObjs(EsxProgram*, EsxBitField32 const*, int)
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     __dquot_alloc_space
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libbinder.so                                                            android::acquire_object(android::sp<android::ProcessState> const&, flat_binder_object const&, void const*, unsigned long*)
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     kmem_cache_alloc
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+452a40]
0.00%     0.00%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               art::CodeInfo::GetStackMapForNativePcOffset(unsigned int, art::CodeInfoEncoding const&) const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libbinder.so                                                            android::IPCThreadState::writeTransactionData(int, unsigned int, int, unsigned int, android::Parcel const&, int*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkGpuDevice::Make(GrContext*, sk_sp<GrRenderTargetContext>, int, int, SkGpuDevice::InitContents)
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     clear_bit
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/vndk-sp-28/libcutils.so                                                 property_get
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libbinder.so                                                            android::IPCThreadState::getStrictModePolicy() const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::GetStringLength(_JNIEnv*, _jstring*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroid_runtime.so                                                   android::MessageQueue::raiseAndClearException(_JNIEnv*, char const*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrResourceProvider::createBuffer(unsigned long, GrBufferType, GrAccessPattern, unsigned int, void const*)
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     security_capable_noaudit
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     _raw_read_unlock
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libui.so                                                                android::Region::Region()
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     ext4_es_lookup_extent
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     free_hot_cold_page_list
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxContext::SetMultiviewState(unsigned int)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/app/WebViewGoogle/WebViewGoogle.apk                                           WebViewGoogle.apk[+100fb68]
0.00%     0.00%  Binder:19357_5   19357  19661  /system/lib64/libgui.so                                                               non-virtual thunk to android::BnProducerListener::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetStringCountVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetStringCountVisitor const&)
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     _raw_spin_unlock
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __pi_strlen
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkBaseSemaphore::cleanup()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libutils.so                                                             android::VectorImpl::finish_vector()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34cb0c]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+30b2b4]
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::Monitor::TryLockLocked(art::Thread*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.graphics.RectF.set
0.00%     0.00%  Thread-59        19357  21126  [kernel.kallsyms]                                                                     _raw_read_lock
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f328]
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     __blockdev_direct_IO
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              android::uirenderer::renderthread::DrawFrameTask::drawFrame()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              non-virtual thunk to GrOpFlushState::makeVertexSpace(unsigned long, int, GrBuffer const**, int*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     fpsimd_restore_current_state
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libEGL_adreno.so                                                    eglSwapBuffers
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     __alloc_pages_nodemask
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     adreno_get_rptr
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrBufferAllocPool::deleteBlocks()
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     dentry_unlink_inode
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     __pi___inval_cache_range
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __swiotlb_map_sg_attrs
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrResourceCache::removeResource(GrGpuResource*)
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     __dquot_alloc_space
0.00%     0.00%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               art::gc::collector::ConcurrentCopying::IsNullOrMarkedHeapReference(art::mirror::HeapReference<art::mirror::Object>*, bool)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkCanvas::save()
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     memcpy
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrDrawingManager::newRTOpList(GrRenderTargetProxy*, bool)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::WriteBlendFuncAndEquationState()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrRenderTargetOpList::forwardCombine(GrCaps const&)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkSurface::getCanvas()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+2cf64c]
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     __blockdev_direct_IO
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libbinder.so                                                            android::Parcel::readObject(bool) const
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     swiotlb_map_sg_attrs
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkSurface_Gpu::Valid(GrContext*, GrPixelConfig, SkColorSpace*)
0.00%     0.00%  FinalizerDaemon  19357  19366  /system/lib64/libart.so                                                               art::Mutex::ExclusiveLock(art::Thread*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.ViewRootImpl.isInLocalFocusMode
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     free_hot_cold_page_list
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.io.BufferedReader.readLine
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libbinder.so                                                            int android::Parcel::writeAligned<unsigned long long>(unsigned long long)
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     __bpf_prog_run
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.hardware.radio.RadioManager$FmBandConfig.getStereo [DEDUPED]
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     __dquot_alloc_space
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     shmem_file_setup
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __set_page_dirty_no_writeback
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     alloc_inode
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libandroid_runtime.so                                                   android::nativeCreate(_JNIEnv*, _jclass*, _jstring*, int)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libsqlite.so                                                            sqlite3_column_bytes
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     security_inode_alloc
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libinput.so                                                             android::InputConsumer::hasPendingBatch() const
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-libart.oat                                          java.lang.CaseMapper.upperIndex
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.database.sqlite.SQLiteConnectionPool.tryAcquireNonPrimaryConnectionLocked
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EglSubDriverHelper::GetValue(EglCaps, int*)
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.util.LongSparseArray.put
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libbinder.so                                                            android::IPCThreadState::self()
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libsqlite.so                                                            sqlite3VdbeReset
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrXferProcessor::getBlendInfo(GrXferProcessor::BlendInfo*) const
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.net.InetSocketAddress$InetSocketAddressHolder.getPort [DEDUPED]
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libsqlite.so                                                            pthreadMutexAlloc
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     chrdev_open
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.lang.Integer.valueOf
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroid_runtime.so                                                   android::CanvasJNI::save(long, int)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroid_runtime.so                                                   android::android_view_RenderNode_setScaleX(long, float)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libsqlite.so                                                            pthreadMutexLeave
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 fstat64
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     do_notify_resume
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     __blockdev_direct_IO
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.os.Looper.myLooper
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkPathRef::Iter::setPathRef(SkPathRef const&)
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     find_get_entries
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     f_dupfd
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     symtab_init
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     kmem_cache_alloc
0.00%     0.00%  FinalizerDaemon  19357  19366  /system/lib64/libart.so                                                               art_quick_lock_object
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     selinux_file_fcntl
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     __pi___inval_cache_range
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+491084]
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.util.LongSparseArray.delete
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-libart.oat                                          dalvik.system.BlockGuard.getThreadPolicy
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libopenjdk.so                                                           System_currentTimeMillis
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.lang.StringBuffer.<init> [DEDUPED]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     __d_lookup_rcu
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     has_capability_noaudit
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrRenderTargetOpList::gatherProxyIntervals(GrResourceAllocator*) const
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     do_notify_resume
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libandroid_runtime.so                                                   android::nativeResetStatementAndClearBindings(_JNIEnv*, _jclass*, long, long)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+4b9680]
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     obj_free.isra.36
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xResource::HwSetGfxMem(EsxContext*, unsigned int, EsxGfxMem*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc++.so                                                               std::__1::chrono::steady_clock::now()
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EglSubDriverHelper::EglPixelFormatNumPlanes(EGLPIXELFORMAT)
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     mutex_unlock
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.database.sqlite.SQLiteConnection.nativeExecuteForBlobFileDescriptor [DEDUPED]
0.00%     0.00%  Thread-59        19357  21196  [kernel.kallsyms]                                                                     find_get_pages_range_tag
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     kstat_irqs_usr
0.00%     0.00%  HeapTaskDaemon   19357  19368  /system/lib64/libart.so                                                               void art::StackVisitor::WalkStack<(art::StackVisitor::CountTransitions)1>(bool)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::WriteScissorState(EsxCmdBufType)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwInsertStaticState(EsxCmdBufType)
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     kmem_cache_free
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.io.FileInputStream.<init>
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     mntput
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              libhwui.so[+3531e0]
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            sqlite3RunParser
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     __next_zones_zonelist
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxContext::ProcessBarriers(int, int)
0.00%     0.00%  Binder:19357_5   19357  19661  [kernel.kallsyms]                                                                     selinux_file_ioctl
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     kmem_cache_free
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     fence_init
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/libgrallocutils.so                                                      @plt
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/app/WebViewGoogle/WebViewGoogle.apk                                           WebViewGoogle.apk[+2d23ec8]
0.00%     0.00%  NetWorkSender    19357  19433  [kernel.kallsyms]                                                                     _raw_spin_unlock_irqrestore
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+4f5310]
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/eglSubDriverAndroid.so                                              EglAndroidWindowSurface::HandleWindowTransforms()
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::JNI::GetStringLength(_JNIEnv*, _jstring*)
0.00%     0.00%  RxSchedulerPurg  19357  19801  /system/lib64/libart.so                                                               art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetLengthVisitor>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetLengthVisitor const&)
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     memcpy
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     a6xx_preemption_post_ibsubmit
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     set_close_on_exec
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwConfigureEndBin(EsxRenderBucket*, EsxRenderMode, unsigned int)
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     mutex_trylock
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroid_runtime.so                                                   android::android_view_RenderNode_setHasOverlappingRendering(long, bool)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.nio.charset.CharsetDecoder.decode
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     __pi___inval_cache_range
0.00%     0.00%  Binder:19357_5   19357  19661  [kernel.kallsyms]                                                                     __slab_free.isra.69
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     ext4_es_lookup_extent
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 read
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 epoll_wait
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     __bpf_prog_run
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libc.so                                                                 fcntl
0.00%     0.00%  Thread-59        19357  21106  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/lib/arm64/libabenchmark.so   @plt
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::GetIntField(_JNIEnv*, _jobject*, _jfieldID*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34ce74]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     security_file_ioctl
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.View.sanitizeFloatPropertyValue
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.RenderNode.setAnimationMatrix
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 QctPixelFormatBpp(_QCTPIXELFORMAT)
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     _raw_read_lock
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwPostDraw()
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     schedule_hrtimeout_range
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrProcessor::operator delete(void*)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libEGL_adreno.so                                                    eglQuerySurface
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxRenderBucket::SurfacesNotFullyDiscarded()
0.00%     0.00%  Binder:19357_5   19357  19661  /system/lib64/libbinder.so                                                            int android::Parcel::readAligned<int>(int*) const
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     kmem_cache_alloc
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     a6xx_set_marker
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              _ZNKSt3__110__function6__funcIZN7android10uirenderer12renderthread11RenderProxy18notifyFramePendingEvE4$_25NS_9allocatorIS6_EEFvvEE7__cloneEPNS0_6__baseIS9_EE$4a69d763d0c342380e9dbf5a757b3591
0.00%     0.00%  Thread-59        19357  21126  [kernel.kallsyms]                                                                     anon_vma_prepare
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkTArray<(anonymous namespace)::TextureOp::Draw, true>::checkRealloc(int)
0.00%     0.00%  Thread-59        19357  21248  [kernel.kallsyms]                                                                     rcu_process_callbacks
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     kmem_cache_free
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     locks_remove_file
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     unmap_page_range
0.00%     0.00%  ReferenceQueueD  19357  19365  [kernel.kallsyms]                                                                     lz4_decompress_unknownoutputsize
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/libqdMetaData.so                                                        @plt
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libGLESv1_CM.so                                                         glDrawArrays
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrGLGpu::flushWindowRectangles(GrWindowRectsState const&, GrGLRenderTarget const*, GrSurfaceOrigin)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libEGL.so                                                               android::egl_object_t::destroy()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrTextureProxy::setUniqueKey(GrProxyProvider*, GrUniqueKey const&)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+459b5c]
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     __bpf_prog_run
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     memcpy
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xContext::HwRenderingLayoutDecGfxMemRefs(EsxRenderingLayout*)
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     _raw_read_unlock
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libGLESv1_CM.so                                                         glBufferData
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     security_inode_getattr
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libutils.so                                                             android::SharedBuffer::release(unsigned int) const
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              android::uirenderer::skiapipeline::SkiaPipeline::onPrepareTree()
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 A6xBltDevice::A6xCanUseResolveLoad(BltSurface const*, BltSurface const*, BltRect const*) const
0.00%     0.00%  Binder:19357_5   19357  19661  /system/lib64/libgui.so                                                               android::StreamSplitter::onBuffersReleased()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              std::__1::__split_buffer<android::sp<android::uirenderer::RenderNode>, android::uirenderer::InlineStdAllocator<android::sp<android::uirenderer::RenderNode>, 10ul>&>::~__split_buffer()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrDefaultGeoProcFactory::Make(GrDefaultGeoProcFactory::Color const&, GrDefaultGeoProcFactory::Coverage const&, GrDefaultGeoProcFactory::LocalCoords const&, SkMatrix const&)
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     kmem_cache_free
