Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     syscall_trace_exit
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     swap_free
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          androidx.constraintlayout.widget.ConstraintLayout.onMeasure
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+35c510]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34fa00]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     bio_advance
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34fa40]
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     global_dirty_limits
0.00%     0.00%  bd_tracker_n     19357  19524  [kernel.kallsyms]                                                                     do_munmap
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+4d11e0]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+465080]
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     try_to_release_page
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __alloc_pages_nodemask
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     get_request
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     ufshcd_compose_upiu
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34edc8]
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libart.so                                                               art::JNI::SetBooleanField(_JNIEnv*, _jobject*, _jfieldID*, unsigned char)
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     wake_up_bit
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     do_sysinstr
0.00%     0.00%  Thread-59        19357  21197  [kernel.kallsyms]                                                                     __rcu_read_unlock
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroidfw.so                                                         android::LoadedIdmap::Lookup(android::IdmapEntry_header const*, unsigned short, unsigned short*)
0.00%     0.00%  OkHttp Connecti  19357  19475  /system/framework/arm64/boot-conscrypt.oat                                            com.android.org.conscrypt.SessionSnapshot.<init>
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EglSubDriverHelper::EglPixelFormatBpp(EGLPIXELFORMAT)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          androidx.appcompat.widget.ContentFrameLayout.onMeasure
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libm.so                                                                 scalbnf
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46d094]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.AssetManager.ensureValidLocked
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+452a4c]
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.LinkedHashMap.newNode
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     iov_iter_npages
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34eee4]
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     sys_lseek
0.00%     0.00%  Thread-59        19357  21248  [kernel.kallsyms]                                                                     _raw_read_lock
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     __ext4_journal_stop
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.graphics.Paint.getRunAdvance
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkPaintFilterCanvas::SkPaintFilterCanvas(SkCanvas*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+350460]
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     __pagevec_release
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46a2e8]
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     obj_free.isra.36
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libminikin.so                                                           std::__1::vector<float, std::__1::allocator<float> >::__append(unsigned long, float const&)
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+4c8]
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     ufs_qcom_ice_cfg_start
0.00%     0.00%  Thread-59        19357  21218  [vdso]                                                                                [vdso][+2d0]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+350150]
0.00%     0.00%  RenderThread     19357  19825  [vdso]                                                                                [vdso][+454]
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     zs_unmap_object
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-core-oj.oat                                              java.util.AbstractList.iterator
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     scsi_device_unbusy
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f3e8]
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     iov_iter_get_pages
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3caad0]
0.00%     0.00%  RenderThread     19357  19825  [vdso]                                                                                [vdso][+464]
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     blk_end_request_all
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     bio_add_page
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     __sb_end_write
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     ext4_llseek
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     ext4_llseek
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.app.Notification.reduceImageSizes
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3ee108]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f354]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libc.so                                                                 android::properties::PropertyInfoArea::GetPropertyInfoIndexes(char const*, unsigned int*, unsigned int*) const
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     clear_page
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrAtlasTextContext::drawDFPosText(GrAtlasTextBlob*, int, GrGlyphCache*, SkSurfaceProps const&, GrTextUtils::Paint const&, SkScalerContextFlags, SkMatrix const&, char const*, unsigned long, float const*, int, SkPoint const&) const
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     preempt_schedule
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     blk_start_plug
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     zcache_flush_inode
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     scsi_device_unbusy
0.00%     0.00%  Thread-59        19357  21209  [kernel.kallsyms]                                                                     bio_put
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              sun.nio.cs.StreamDecoder.ensureOpen
0.00%     0.00%  Thread-60        19357  20595  /system/lib64/libart.so                                                               art::Thread::DecodeJObject(_jobject*) const
0.00%     0.00%  Thread-59        19357  21200  [kernel.kallsyms]                                                                     bit_wait_io
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     scsi_log_send
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libbinder.so                                                            android::Parcel::~Parcel()
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     blk_queue_exit
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     dm_end_request
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          com.umeng.analytics.pro.j$1.onActivityStopped
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     _raw_spin_lock_irq
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libharfbuzz_ng.so                                                       hb_buffer_t::reset()
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     lru_add_drain
0.00%     0.00%  Thread-59        19357  21206  /system/lib64/libc.so                                                                 gettimeofday
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libart.so                                                               art::ArtMethod::GetOatQuickMethodHeader(unsigned long)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          daozi-b.z9.c
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     req_crypt_endio
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.IWindowManager$Stub$Proxy.fetchSystemSetting
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     sys_read
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     __fsnotify_parent
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     dm_softirq_done
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+5de908]
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     obj_free.isra.36
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     reuse_swap_page
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrBitmapTextGeoProc::GrBitmapTextGeoProc(unsigned int, sk_sp<GrTextureProxy> const*, int, GrSamplerState const&, GrMaskFormat, SkMatrix const&, bool)
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     disk_map_sector_rcu
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     ufs_qcom_crypto_req_setup
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     filemap_write_and_wait_range
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     blk_attempt_plug_merge
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+350bb4]
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     fpsimd_restore_current_state
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     ext4_sync_file
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     ufs_qcom_crytpo_engine_cfg_start
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     put_device
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.graphics.drawable.StateListDrawable.onStateChange
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     iov_iter_alignment
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     test_and_set_bit
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f338]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              libhwui.so[+3650dc]
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     tasklet_action
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.widget.TextView.getSelectionStart
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     bio_alloc_bioset
0.00%     0.00%  bd_tracker_n     19357  19524  [kernel.kallsyms]                                                                     cpu_switch_to
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     wake_up_bit
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     __ext4_journal_stop
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.graphics.Paint.setTextScaleX
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               bool art::interpreter::DoCall<false, false>(art::ArtMethod*, art::Thread*, art::ShadowFrame&, art::Instruction const*, unsigned short, art::JValue*)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxTextureObject::CheckTexSamplerConsistency(EsxSamplerObject const*, int)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.inputmethod.BaseInputConnection.finishComposingText
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     mempool_alloc
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+47f86c]
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     generic_file_llseek_size
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     memcpy
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     __schedule
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              SkScalerContext::AutoDescriptorGivenRecAndEffects(SkScalerContextRec const&, SkScalerContextEffects const&, SkAutoDescriptor*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.app.Notification$CarExtender.<init> [DEDUPED]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::OatFile::OatClass::GetOatMethodOffsets(unsigned int) const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.ContextWrapper.getSystemService
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     selinux_task_setioprio
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     do_notify_resume
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     unmap_mapping_range
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.ViewGroup.isLayoutModeOptical
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     ext4_map_blocks
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     selinux_task_setioprio
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     page_add_file_rmap
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EsxSamplerObject::SetState(EsxTexParams, EsxTexParamsValue const*, int*)
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     scsi_decide_disposition
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     ext4_ext_index_trans_blocks
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.ArrayList$Itr.next
0.00%     0.00%  Binder:19357_5   19357  19661  [kernel.kallsyms]                                                                     unmap_page_range
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              _ZN12_GLOBAL__N_121ShadowCircularRRectOp14onPrepareDrawsEPN12GrMeshDrawOp6TargetE$39b70d7f5b028f572587c2455774dc1a
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              SkDraw::ShouldDrawTextAsPaths(SkPaint const&, SkMatrix const&, float)
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libicuuc.so                                                             unistrTextClose(UText*)
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     blkdev_issue_flush
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     follow_managed
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f3c4]
0.00%     0.00%  bd_tracker_n     19357  19524  /system/framework/arm64/boot-core-oj.oat                                              java.util.ArrayList.<init>
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.Configuration.updateFrom
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     mempool_free
0.00%     0.00%  tutu.ABenchMark  19357  19357  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          androidx.constraintlayout.solver.SolverVariable.c
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     jbd2_trans_will_send_data_barrier
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     elv_set_request
0.00%     0.00%  Thread-59        19357  21209  [kernel.kallsyms]                                                                     elv_set_request
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     wake_up_bit
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     bio_alloc_bioset
0.00%     0.00%  OkHttp Connecti  19357  19836  [kernel.kallsyms]                                                                     taskstats_exit
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     __delayacct_blkio_end
0.00%     0.00%  Thread-59        19357  21249  [kernel.kallsyms]                                                                     __lru_cache_add
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     fput
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     __wake_up_bit
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     avc_audit_post_callback
0.00%     0.00%  RenderThread     19357  19825  [wlan]                                                                                $x
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     iov_iter_advance
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     __fsnotify_parent
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     scsi_handle_queue_ramp_up
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-framework.oat                                            android.content.res.VivoBaseResourcesImpl.loadThemeValues
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-core-oj.oat                                              java.util.ArrayList.<init>
0.00%     0.00%  Thread-12        19357  19499  [kernel.kallsyms]                                                                     __bpf_prog_run
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     remove_mapping
0.00%     0.00%  work_thread      19357  19431  /system/framework/arm64/boot-framework.oat                                            android.accessibilityservice.GestureDescription$GestureStep$1.createFromParcel [DEDUPED]
0.00%     0.00%  Thread-60        19357  20595  [kernel.kallsyms]                                                                     zs_unmap_object
0.00%     0.00%  Thread-59        19357  21208  /system/lib64/libc.so                                                                 random
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            com.vivo.content.VivoTheme.getLauncherIcon
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              SkString::~SkString()
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     __fsnotify_parent
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+3cdcd0]
0.00%     0.00%  Thread-59        19357  21215  [vdso]                                                                                [vdso][+2d0]
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     set_page_dirty_lock
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     __ext4_journal_start_sb
0.00%     0.00%  Thread-59        19357  21207  [kernel.kallsyms]                                                                     list_sort
0.00%     0.00%  Thread-60        19357  20595  [kernel.kallsyms]                                                                     find_mergeable_anon_vma
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     unlock_page
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     memcpy
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+4ea1d8]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrTextBlobCache::purgeStaleBlobs()
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     scsi_dispatch_cmd
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     ufshcd_hibern8_hold
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     scsi_finish_command
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     bio_put
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     __set_page_dirty_buffers
0.00%     0.00%  work_thread      19357  19431  /data/app/com.antutu.ABenchMark-pdj-ioe7w1jsLsOu10gcIA==/oat/arm64/base.odex          com.umeng.commonsdk.debug.UMRTLog.getSystemProperty [DEDUPED]
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     cntvct_read_handler
0.00%     0.00%  Thread-59        19357  21194  [kernel.kallsyms]                                                                     el0_da
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.Resources$ThemeKey.equals
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     iov_iter_init
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34e728]
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     mempool_alloc
0.00%     0.00%  Thread-59        19357  21198  [kernel.kallsyms]                                                                     __ext4_journal_get_write_access
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+34f9e4]
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     get_user_pages_fast
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     __pi_strcmp
0.00%     0.00%  Thread-59        19357  21211  [kernel.kallsyms]                                                                     scsi_dma_map
0.00%     0.00%  Thread-59        19357  21208  [kernel.kallsyms]                                                                     test_and_set_bit
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.content.res.Resources.obtainTempTypedValue
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libandroidfw.so                                                         android::Res_value::copyFrom_dtoh(android::Res_value const&)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.WindowManagerGlobal.trimMemory
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::Signature::operator==(art::Signature const&) const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.app.admin.SecurityLog.writeEvent [DEDUPED]
0.00%     0.00%  Thread-59        19357  21221  [kernel.kallsyms]                                                                     test_and_clear_bit
0.00%     0.00%  Thread-59        19357  20290  /system/lib64/libart.so                                                               art::mirror::Class::DescriptorEquals(char const*)
0.00%     0.00%  Thread-59        19357  21212  [kernel.kallsyms]                                                                     security_task_setioprio
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     scsi_io_completion
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+46a2cc]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrAtlasTextBlob::Make(GrMemoryPool*, int, int)
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libft2.so                                                               FT_Stream_EnterFrame
0.00%     0.00%  bd_tracker_n     19357  19524  /system/lib64/libart.so                                                               art::String_fastSubstring(_JNIEnv*, _jobject*, int, int)
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/libadreno_utils.so                                                      adreno_get_bpp
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     scsi_softirq_done
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     blk_queue_split
0.00%     0.00%  Thread-59        19357  21210  [kernel.kallsyms]                                                                     pagevec_lookup_range_tag
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.app.ActivityThread.isSystem
0.00%     0.00%  bd_tracker_w     19357  19494  [kernel.kallsyms]                                                                     memblock_is_map_memory
0.00%     0.00%  Thread-59        19357  21217  [kernel.kallsyms]                                                                     scsi_log_send
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+5de930]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libhwui.so                                                              libhwui.so[+34cfc0]
0.00%     0.00%  Thread-59        19357  21219  [kernel.kallsyms]                                                                     iov_iter_npages
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     blk_finish_plug
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     put_io_context
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     __rb_erase_color
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libopenjdk.so                                                           JNU_GetStringPlatformChars
0.00%     0.00%  Thread-59        19357  21195  [kernel.kallsyms]                                                                     mnt_clone_write.part.44
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     strncpy_from_user
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libft2.so                                                               tt_vadvance_adjust
0.00%     0.00%  Thread-59        19357  21209  [kernel.kallsyms]                                                                     avc_has_perm
0.00%     0.00%  Thread-59        19357  21205  [kernel.kallsyms]                                                                     scsi_run_queue
0.00%     0.00%  tutu.ABenchMark  19357  19357  [vdso]                                                                                [vdso][+384]
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     down_read_trylock
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.text.Layout.drawText
0.00%     0.00%  Thread-59        19357  21206  [kernel.kallsyms]                                                                     schedule
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     futex_wait_queue_me
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.app.Activity.getWindow [DEDUPED]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+5de960]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libdexfile.so                                                           art::DexFile::PrettyMethod(unsigned int, bool) const
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.View.dispatchVisibilityAggregated
0.00%     0.00%  Thread-59        19357  21216  [kernel.kallsyms]                                                                     disk_map_sector_rcu
0.00%     0.00%  Thread-59        19357  21215  [kernel.kallsyms]                                                                     try_to_release_page
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+35024c]
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     iommu_unmap
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+5de888]
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/framework/arm64/boot-framework.oat                                            android.view.ViewGroup.measureChildWithMargins
